product_name,category_shelf,match_key
BELLS ALMOND OIL 70ML,Pharmacy medicine,bells almond oil 70ml
BELLS ANTACID MIXTURE 200ML,OTC,bells antacid mixture 200ml
BELLS BABY COUGH 100ML,OTC,bells baby cough 100ml
BELLS CASTOR OIL 70ML,OTC,bells castor oil 70ml
BELLS CHILDREN CALAMIN LOTION 100ML 1+,Pharmacy medicine,bells children calamin lotion 100ml 1+
BELLS CHILDREN COUGH SYRUP 100ML,OTC,bells children cough syrup 100ml
BELLS CHILDREN VAPOUR RUB 50G,Other / uncategorised,bells children vapour rub 50g
BELLS GENTIAN VOILET 28ML,Pharmacy medicine,bells gentian voilet 28ml
BELLS IBUPROFEN CHILD,OTC,bells ibuprofen child
BELLS NERVE AND BONE LINIMENT SYRUP 100ML,OTC,bells nerve and bone liniment syrup 100ml
BELLS OLIVE OIL 70ML,OTC,bells olive oil 70ml
BELLS VITAMIN C SYR,Other / uncategorised,bells vitamin c syr
BENADRYL ALLERGY CAPS 24'S,Prescription medicine,benadryl allergy caps 24's
BENADRYL ALLERGY RELIEF CAPS 12'S,Cosmetics,benadryl allergy relief caps 12's
BENADRYL ALLERGY RELIEF OAD 30'S,OTC,benadryl allergy relief oad 30's
BENADRYL ALLERGY TAB 6',OTC,benadryl allergy tab 6'
BENADRYL FOR CHILDREN 6YRS+ / 2YRS 70ML,OTC,benadryl for children 6yrs+ / 2yrs 70ml
BENADRYL OAD ALLERGY 10MG 7'S,OTC,benadryl oad allergy 10mg 7's
BENDROFLUMETHAIZIDE 2.5MG UK,Pharmacy medicine,bendroflumethaizide 2.5mg uk
BENDROFLUMETHAIZIDE 2.5MG VEGA,Pharmacy medicine,bendroflumethaizide 2.5mg vega
BENDROFLUOXIDE 5MG TAB 28'S UK,Prescription medicine,bendrofluoxide 5mg tab 28's uk
BENGAY CREAM 226G,OTC,bengay cream 226g
BENYLIN 4FLU LIQUID 100ML,OTC,benylin 4flu liquid 100ml
BENYLIN 4FLU LIQUID 200ML,OTC,benylin 4flu liquid 200ml
BENYLIN 4FLU TAB 24'S,OTC,benylin 4flu tab 24's
BENYLIN CHESTY C & C TABS 16'S,Other / uncategorised,benylin chesty c & c tabs 16's
BENYLIN CHESTY COUGH 150ML (GUAFENESIN /LEVOMENTHOL) NONDROWSY,OTC,benylin chesty cough 150ml (guafenesin /levomenthol) nondrowsy
BENYLIN CHESTY COUGH ORIGINAL 150ML (DIPHEN/LEVOMENTHOL),OTC,benylin chesty cough original 150ml (diphen/levomenthol)
BENYLIN CHESTY NON-DROWSY 300ML,OTC,benylin chesty non-drowsy 300ml
BENYLIN CHILDREN CHESTY COUGH SYRUP 125ML 6+,OTC,benylin children chesty cough syrup 125ml 6+
BENYLIN CHILDREN NIGHT COUGH SYRUP 125ML,OTC,benylin children night cough syrup 125ml
BENYLIN CHILDREN'S DRY COUGH & SORE THROAT SYRUP 125ML 1YR +,Prescription medicine,benylin children's dry cough & sore throat syrup 125ml 1yr +
BENYLIN CHILDRENS WET COUGH MUCUS RELIEF 100ML,Other / uncategorised,benylin childrens wet cough mucus relief 100ml
BENYLIN COLD & FLU CAP 16'S,Prescription medicine,benylin cold & flu cap 16's
BENYLIN DAY & NIGHT 16'S,Other / uncategorised,benylin day & night 16's
BENYLIN DRY & TICKLY COUGH 300ML B/S,Other / uncategorised,benylin dry & tickly cough 300ml b/s
BENYLIN DRY & TICKLY COUGH SYRUP 150ML,OTC,benylin dry & tickly cough syrup 150ml
BENYLIN DRY COUGH 7.5/5ML 150ML (DEXAMETHOPHAN),OTC,benylin dry cough 7.5/5ml 150ml (dexamethophan)
BENYLIN DRY COUGH NIGHT,Pharmacy medicine,benylin dry cough night
BENYLIN DRY COUGH SYRUP 100ML,Prescription medicine,benylin dry cough syrup 100ml
BENYLIN HERBAL CHESTY 100MLS,Pharmacy medicine,benylin herbal chesty 100mls
"BENYLIN INFANTS COUGH SYRUP 125ML, 3MONTH+",OTC,"benylin infants cough syrup 125ml, 3month+"
BENYLIN MUCUS ALL IN ONE TAB 16'S,Pharmacy medicine,benylin mucus all in one tab 16's
BENYLIN MUCUS COUGH MAX 150ML HONEY & LEMON,Prescription medicine,benylin mucus cough max 150ml honey & lemon
BENYLIN MUCUS COUGH MAX METHOL 150ML,Other / uncategorised,benylin mucus cough max methol 150ml
BENYLIN MUCUS NIGHT COUGH SYRUP 150ML,Other / uncategorised,benylin mucus night cough syrup 150ml
BENYLIN MUCUS/DECONGESTANT SYR 100ML,OTC,benylin mucus/decongestant syr 100ml
BENYLIN ORIGINAL SYRUP 100ML,OTC,benylin original syrup 100ml
BENYLIN PAEDIATRIC SYRUP 100ML (6+),OTC,benylin paediatric syrup 100ml (6+)
BENYLIN WET COUGH MENTHOL SUSP 100ML,Other / uncategorised,benylin wet cough menthol susp 100ml
BENZATHINE PENICILLIN INJ 2.4MG,Prescription medicine,benzathine penicillin inj 2.4mg
BENZOYL PEROXIDE GEL 40G 10%,OTC,benzoyl peroxide gel 40g 10%
BENZOYL PEROXIDE SOAP,Other / uncategorised,benzoyl peroxide soap
BENZYL BENZOYL 2.5% CREAM,OTC,benzyl benzoyl 2.5% cream
BETACORT EEN DROPS 0.1% 10ML,OTC,betacort een drops 0.1% 10ml
BETAHISTINE DIHYROCHLORIDE 16MG TAB 84'S UK,Prescription medicine,betahistine dihyrochloride 16mg tab 84's uk
BETAHISTINE DIHYROCHLORIDE 8MG TAB 84'S UK,OTC,betahistine dihyrochloride 8mg tab 84's uk
BETALOC ZOC TABS 100MG 30'S,Prescription medicine,betaloc zoc tabs 100mg 30's
BETALOC ZOC TABS 25MG 14'S,Prescription medicine,betaloc zoc tabs 25mg 14's
BETALOC ZOC TABS 50MG 30'S,Pharmacy medicine,betaloc zoc tabs 50mg 30's
BETASOL CREAM 30G,OTC,betasol cream 30g
BETATOP 12.5MG (CARVEDILOL) 30'S,Prescription medicine,betatop 12.5mg (carvedilol) 30's
BETATOP 25MG (CARVEDILOL) 30'S,Prescription medicine,betatop 25mg (carvedilol) 30's
BETATOP 3.125MG (CARVEDILOL) 30'S,Prescription medicine,betatop 3.125mg (carvedilol) 30's
BETATOP 6.25MG (CARVEDILOL) 30'S,Pharmacy medicine,betatop 6.25mg (carvedilol) 30's
BETAXOLOL HCL 0.5% (BETOPTIC) EYE DROP 5ML,Prescription medicine,betaxolol hcl 0.5% (betoptic) eye drop 5ml
BETNOVATE CREAM 30GM,OTC,betnovate cream 30gm
BETNOVATE LOTION,Other / uncategorised,betnovate lotion
BETNOVATE N CREAM (NEOMYCIN) BP 30G,Pharmacy medicine,betnovate n cream (neomycin) bp 30g
BETNOVATE SKIN CREAM 100G,Prescription medicine,betnovate skin cream 100g
BF ACTIVE TOOTHBRUSH,Other / uncategorised,bf active toothbrush
BF ADVANCED CHARCOAL MOUTH WASH 500ML,OTC,bf advanced charcoal mouth wash 500ml
BF ARGAN OIL WAX 20'S,Other / uncategorised,bf argan oil wax 20's
BF CHARCOAL CLAY MASK 100ML,OTC,bf charcoal clay mask 100ml
BF CHARCOAL DENTAL FLOSS,OTC,bf charcoal dental floss
BF CHARCOAL FACIAL SCRUB 150ML,Cosmetics,bf charcoal facial scrub 150ml
BF CHARCOAL T/PASTE 125ML,Cosmetics,bf charcoal t/paste 125ml
BF FACIAL SCRUB APRICOT 150ML,Other / uncategorised,bf facial scrub apricot 150ml
BF FACIAL WIPES ALL TYPES 25',OTC,bf facial wipes all types 25'
BF FEMININE INTIMATE WASH ALOE 250ML,Pharmacy medicine,bf feminine intimate wash aloe 250ml
BF FEMININE INTIMATE WASH GENTLE 250ML,Other / uncategorised,bf feminine intimate wash gentle 250ml
BF FEMININE INTIMATE WIPES 20'S,Other / uncategorised,bf feminine intimate wipes 20's
BF HAIR REMOVAL CREAM ALL TYPES 100ML,OTC,bf hair removal cream all types 100ml
BF INTEDENTAL BRUSHES,OTC,bf intedental brushes
BF INTIMATE WOMEN DEO 150ML,Cosmetics,bf intimate women deo 150ml
BF VITAMIN C FACIAL SCRUB 150ML,OTC,bf vitamin c facial scrub 150ml
BF VITAMIN C FACIAL SCRUB POLISHING 150ML,Other / uncategorised,bf vitamin c facial scrub polishing 150ml
BF VITAMIN C FACIAL SERUM BRIGHTENING 150ML,Other / uncategorised,bf vitamin c facial serum brightening 150ml
BF VITAMIN C FACIAL WASH 150ML,Other / uncategorised,bf vitamin c facial wash 150ml
BF VITAMIN C MOISTURISER 100ML,Cosmetics,bf vitamin c moisturiser 100ml
BG GLUTAMIN PLUS TABS BLISS GVS,Pharmacy medicine,bg glutamin plus tabs bliss gvs
BIC 1 RAZOR CLASSIC 5'S,Other / uncategorised,bic 1 razor classic 5's
BIC DISPOSABLE TWIN LADY,Other / uncategorised,bic disposable twin lady
BIC RAZOR 3 HYBRID,Other / uncategorised,bic razor 3 hybrid
BIC RAZOR MISS 4'S,Other / uncategorised,bic razor miss 4's
BIC RAZOR SENSITIVE 5'S,Other / uncategorised,bic razor sensitive 5's
BICALUTAMIDE 150MG,Prescription medicine,bicalutamide 150mg
BICALUTAMIDE TABS 50MG 28'S UK,Pharmacy medicine,bicalutamide tabs 50mg 28's uk
BIMATOPROST 100CG/ML EYE DROP 3ML,Other / uncategorised,bimatoprost 100cg/ml eye drop 3ml
BIO OIL 25M,OTC,bio oil 25m
BIO OIL DRY SKIN GEL 100ML,OTC,bio oil dry skin gel 100ml
BIO OIL SKINCARE 125ML,Cosmetics,bio oil skincare 125ml
BIO OIL SKINCARE 200ML,Other / uncategorised,bio oil skincare 200ml
BIO OIL SKINCARE 60ML,Other / uncategorised,bio oil skincare 60ml
BIOPANUTIN 100MG PHENYTOIN SODIUM 60ML,Prescription medicine,biopanutin 100mg phenytoin sodium 60ml
BIOVID FORTE HIGH STRENGH VIT B1 B6 & B12,Prescription medicine,biovid forte high strengh vit b1 b6 & b12
BISACODYL TABS 5MG 100'S,OTC,bisacodyl tabs 5mg 100's
BISACODYL TABS 5MG 100'S VEGA,Pharmacy medicine,bisacodyl tabs 5mg 100's vega
BISOPROLOL 10MG TAB,Prescription medicine,bisoprolol 10mg tab
BISOPROLOL 5MG TAB SANDOZ UK,Pharmacy medicine,bisoprolol 5mg tab sandoz uk
BISOPROLOL TABS 2.5MG VEGA,Pharmacy medicine,bisoprolol tabs 2.5mg vega
BLISTEX LIP RELIEF CREAM 6G,Other / uncategorised,blistex lip relief cream 6g
BLOOD LANCET,OTC,blood lancet
BLUMOTIM DROPS,Other / uncategorised,blumotim drops
BLUPROST -RT LATANOPROST DROPS,Other / uncategorised,bluprost -rt latanoprost drops
BLUSOPT EYE DROP 5ML,Prescription medicine,blusopt eye drop 5ml
BOAFO OINTMENT,OTC,boafo ointment
BODYFUEL HYDRATION ELECTROLYTE 210G,Pharmacy medicine,bodyfuel hydration electrolyte 210g
BONAPLEX APPETITTE STIMULANT 250MLS,Pharmacy medicine,bonaplex appetitte stimulant 250mls
BONJELA JNR GEL 15G,OTC,bonjela jnr gel 15g
BONJELA ORAL GEL ADULT 15G,Prescription medicine,bonjela oral gel adult 15g
BONJELA SOOTHING TEETHING GEL,OTC,bonjela soothing teething gel
BONNISAN LIQUID 120ML,OTC,bonnisan liquid 120ml
BORGES CIDER VINAGAR 355,Other / uncategorised,borges cider vinagar 355
BORGES CLASSIC OLIVE OIL 125ML,OTC,borges classic olive oil 125ml
BORGES OLIVE OIL 250ML,OTC,borges olive oil 250ml
BORGES OLIVE OIL 500ML,OTC,borges olive oil 500ml
BORIC ACID PESSARY,Other / uncategorised,boric acid pessary
BORIC ACID SPIRIT EAR DROP 10ML,OTC,boric acid spirit ear drop 10ml
BRAGG APPLE CIDER VINEGAR 946ML,Other / uncategorised,bragg apple cider vinegar 946ml
BRAGGS APPLE CIDER VINEGAR 473ML,OTC,braggs apple cider vinegar 473ml
BRAIN WISE SYRUP,Other / uncategorised,brain wise syrup
BRENEX SYRUP,OTC,brenex syrup
BRIMODINE EYE DROP 5ML UK,Prescription medicine,brimodine eye drop 5ml uk
BRIMONIDINE 2MG/ML,Other / uncategorised,brimonidine 2mg/ml
BRO-ZEDEK COUGH SYRUP 100ML,OTC,bro-zedek cough syrup 100ml
BRONCHOSTOP JUNIOR SYRUP 200ML,Other / uncategorised,bronchostop junior syrup 200ml
BRONCHOSTOPADULT COUGH SYRUP 120ML,Other / uncategorised,bronchostopadult cough syrup 120ml
BRONCOLD SYRUP 125ML,Pharmacy medicine,broncold syrup 125ml
BUSCOMED TABS 500'S,Pharmacy medicine,buscomed tabs 500's
BUSCOPAN 10MG TABS 20'S,Other / uncategorised,buscopan 10mg tabs 20's
BUSCOPAN CRAMPS TABS 20' UK,Prescription medicine,buscopan cramps tabs 20' uk
BUSCOPAN TAB IBS RELIEF 20'S,Pharmacy medicine,buscopan tab ibs relief 20's
BUTTERCUP COUGH SYR 150ML,OTC,buttercup cough syr 150ml
BUTTERCUP COUGH SYR 75ML,Other / uncategorised,buttercup cough syr 75ml
BUTTERCUP ORIGINAL COUGH SYRUP 200ML,OTC,buttercup original cough syrup 200ml
BX FORTIFIED B VITAMINS SYRUP 200ML,OTC,bx fortified b vitamins syrup 200ml
BX FORTIFIED SYRUP 100ML,Other / uncategorised,bx fortified syrup 100ml
BY MY BEARD OIL 30ML,Cosmetics,by my beard oil 30ml
BY MY BEARD SHAMPOO/ MOISTURSER ALL TYPES 300ML,Other / uncategorised,by my beard shampoo/ moisturser all types 300ml
BY MY BEARD STYLER 150ML,Cosmetics,by my beard styler 150ml
C-PHENIRAMINE SYRUP 125ML,Other / uncategorised,c-pheniramine syrup 125ml
C-PRESS DROP,Prescription medicine,c-press drop
CABERGOLINE ( DOSTINEX) 0.5MG TABS 8'S,Prescription medicine,cabergoline ( dostinex) 0.5mg tabs 8's
CADBURY CRUNCHY MELT COOKIE 156G,Other / uncategorised,cadbury crunchy melt cookie 156g
CADBURY CRUNCHY MELT COOKIE 316G,Other / uncategorised,cadbury crunchy melt cookie 316g
CADBURY DAILY OREO BAR 120GM,Other / uncategorised,cadbury daily oreo bar 120gm
CADBURY DAIRY MILK BAR 95GM,Other / uncategorised,cadbury dairy milk bar 95gm
CADBURY DAIRY MILK BLOCK 110GM,Other / uncategorised,cadbury dairy milk block 110gm
CADBURY DAIRY MILK CARAMEL CHOCOLATE BAR 120GM,"Food, drinks & essentials",cadbury dairy milk caramel chocolate bar 120gm
CADBURY DAIRY MILK CHOPPED HAZELNUT CHOC BAR 95GM,"Food, drinks & essentials",cadbury dairy milk chopped hazelnut choc bar 95gm
CADBURY DAIRY MILK OREO CHOCOLATE BAR 96GM,"Food, drinks & essentials",cadbury dairy milk oreo chocolate bar 96gm
CAFERGOT SUPP,OTC,cafergot supp
CAFERGOT TABS 20S 1MG/100M,Other / uncategorised,cafergot tabs 20s 1mg/100m
CAFERGOT TABS 30'S BLISTER,OTC,cafergot tabs 30's blister
CAFFEINE SHAMPOO 250ML,Pharmacy medicine,caffeine shampoo 250ml
CALAMINE 15% OINTMENT 40G (DANNEX),Prescription medicine,calamine 15% ointment 40g (dannex)
CALAMINE LOTION LOCAL 100ML,OTC,calamine lotion local 100ml
CALCID-DENK,Pharmacy medicine,calcid-denk
CALCOUGH CHILDREN SYR 125ML,OTC,calcough children syr 125ml
CALCOUGH INFANT COUGH SYR 125MLS,Pharmacy medicine,calcough infant cough syr 125mls
CALCURY TABS 20'S,OTC,calcury tabs 20's
CALGEL TEETHING GEL,Pharmacy medicine,calgel teething gel
CALPOL 2+ 100ML,OTC,calpol 2+ 100ml
CALPOL SALINE NASAL DROP 10ML,OTC,calpol saline nasal drop 10ml
CALPOL SALINE NASAL SPRAY,OTC,calpol saline nasal spray
CALPOL VAPOR PLUG MACHINE,Other / uncategorised,calpol vapor plug machine
CALPOL VAPOR REFILL,Other / uncategorised,calpol vapor refill
CALPROFEN 100MG/5ML (IBUPROFEN),OTC,calprofen 100mg/5ml (ibuprofen)
CALYPSO SUNSCREEN LOTION SPF 15 200ML,Other / uncategorised,calypso sunscreen lotion spf 15 200ml
CAN COKE 330ML,"Food, drinks & essentials",can coke 330ml
CANADA DRY GIMGER ALE,"Food, drinks & essentials",canada dry gimger ale
CANDEREL GRANULA 40G JAR (POWDER),OTC,canderel granula 40g jar (powder)
CANDEREL TABS 105'S,Pharmacy medicine,canderel tabs 105's
CANDESARTAN 4MG TABS 28'S UK,OTC,candesartan 4mg tabs 28's uk
CANDESARTAN CILEXTIL 16MG TABS 28'S,OTC,candesartan cilextil 16mg tabs 28's
CANDESARTAN TAB 8MG 28'S UK,Prescription medicine,candesartan tab 8mg 28's uk
CANDESARTAN TAB 8MG 28'S VEGA,OTC,candesartan tab 8mg 28's vega
CANDESARTAN TABS 2MG 28'S UK,OTC,candesartan tabs 2mg 28's uk
CANDESARTAN TABS 32MG 28'S UK,OTC,candesartan tabs 32mg 28's uk
CANDIBIOTIC EAR DROPS (CHLORAMPHENICOL 5ML),Pharmacy medicine,candibiotic ear drops (chloramphenicol 5ml)
CANDID CLOTRIMAZOLE 1% CREAM 20G,OTC,candid clotrimazole 1% cream 20g
CANDID V6 GEL 30G,Other / uncategorised,candid v6 gel 30g
CANDIDERM (CLOTRIMAZOLE) 1% CREAM 15G,OTC,candiderm (clotrimazole) 1% cream 15g
CANESBALANCE BV GEL,Other / uncategorised,canesbalance bv gel
CANEST DUAL ACTION 1% CREAM 30G,Other / uncategorised,canest dual action 1% cream 30g
CANESTEN 1 PESS BAYER,OTC,canesten 1 pess bayer
CANESTEN ANTI FUNGAL CREAM 20G,Other / uncategorised,canesten anti fungal cream 20g
CANESTEN CREAM (CLOTRIMAZOLE 1%) 20G,OTC,canesten cream (clotrimazole 1%) 20g
CANESTEN THRUSH COMBI INTERNAL CREAMS,Other / uncategorised,canesten thrush combi internal creams
CANESTEN THRUSH COMBI PESSARY & EXTERNAL CREAM,Other / uncategorised,canesten thrush combi pessary & external cream
CANESTEN THRUSH CREAM 20G (CLOTRIMAZOLE 2%),OTC,canesten thrush cream 20g (clotrimazole 2%)
CANESTEN THRUSH DUO 150MG CAP 2% CREAM,Other / uncategorised,canesten thrush duo 150mg cap 2% cream
CANESTEN THRUSH EXTERNAL CREAM 2% 20G,Other / uncategorised,canesten thrush external cream 2% 20g
CANESTEN THRUSH PESS 500MG,Other / uncategorised,canesten thrush pess 500mg
CANESTEN THRUSH SOFT GEL PESS,Prescription medicine,canesten thrush soft gel pess
CANNULA BLUE,Pharmacy medicine,cannula blue
CANNULA GREEN,Pharmacy medicine,cannula green
CANNULA PINK,Pharmacy medicine,cannula pink
CANNULA YELLOW,Pharmacy medicine,cannula yellow
CAPRISUN 100%,Cosmetics,caprisun 100%
CAPSITOP GEL 30G,Prescription medicine,capsitop gel 30g
CARBAMAZEPINE 100MG 84'S,OTC,carbamazepine 100mg 84's
CARBAMAZEPINE 200MG 84'S UK TAB,Prescription medicine,carbamazepine 200mg 84's uk tab
CARBIMAZOLE 20MG TAB 100'S,Other / uncategorised,carbimazole 20mg tab 100's
CARBIMAZOLE 5MG UK 100'S,Prescription medicine,carbimazole 5mg uk 100's
CARBIMAZOLE TAB 5MG 100'S UK MANX,Other / uncategorised,carbimazole tab 5mg 100's uk manx
CARDIOACE MAX CAPS 84'S,Pharmacy medicine,cardioace max caps 84's
CARDIOACE ORIGINAL TABS 30'S,OTC,cardioace original tabs 30's
CARDIOACE PLUS CAPS 60',OTC,cardioace plus caps 60'
CARDIOPAT CAPS 30'S,OTC,cardiopat caps 30's
CARE ANTISEPTIC MOUTH WASH,Other / uncategorised,care antiseptic mouth wash
CARE CALAMINE LOTION 200ML,Other / uncategorised,care calamine lotion 200ml
CARE FREE PANTY LINER COTTON PERFUME 20'S,Other / uncategorised,care free panty liner cotton perfume 20's
CARE HAEMORRHOID OINTMNET 25G,Other / uncategorised,care haemorrhoid ointmnet 25g
CARE IBUPROFEN GEL 100G,Other / uncategorised,care ibuprofen gel 100g
CARE IBUPROFEN GEL 50G,Other / uncategorised,care ibuprofen gel 50g
CARE OLIVE OIL EAR DROPS 10ML,OTC,care olive oil ear drops 10ml
CARE POTASSIUM CITRATE SOLUTION 200ML,Pharmacy medicine,care potassium citrate solution 200ml
CARE SIMPLE LINCTUS ADULT 200ML,Pharmacy medicine,care simple linctus adult 200ml
CARE SIMPLE LINCTUS PAED 200ML,OTC,care simple linctus paed 200ml
CARE SURGICAL SPIRIT 200MLS,Other / uncategorised,care surgical spirit 200mls
CAREFREE PANTY LINER COTTON PERFUME 20'S,Other / uncategorised,carefree panty liner cotton perfume 20's
CAREFREE PANTY LINER FRESH SCENT 20'S,OTC,carefree panty liner fresh scent 20's
CAREX SHOWER GEL 500ML,Other / uncategorised,carex shower gel 500ml
CARVEDI-DENK 25MG 30'S,OTC,carvedi-denk 25mg 30's
CARVEDI-DENK 6.25MG TAB,Prescription medicine,carvedi-denk 6.25mg tab
CARVEDILOL 12.5MG RELONCHEM 28'S,Other / uncategorised,carvedilol 12.5mg relonchem 28's
CARVEDILOL 12.5MG TABS VEGA 28'S,Prescription medicine,carvedilol 12.5mg tabs vega 28's
CARVEDILOL 12.5MG TEVA,Prescription medicine,carvedilol 12.5mg teva
CARVEDILOL 25MG 28'S RELONCHEM,Other / uncategorised,carvedilol 25mg 28's relonchem
CARVEDILOL 25MG TAB 28'S UK,Pharmacy medicine,carvedilol 25mg tab 28's uk
CARVEDILOL 25MG TAB TEVA,OTC,carvedilol 25mg tab teva
CARVEDILOL 3.125MG TAB 28'S TEVA,Pharmacy medicine,carvedilol 3.125mg tab 28's teva
CARVEDILOL 6.25MG 28'S TEVA,Other / uncategorised,carvedilol 6.25mg 28's teva
CARVEDILOL 6.25MG TAB 28'S,Pharmacy medicine,carvedilol 6.25mg tab 28's
CASODEX 150MG TABS 28'S,Prescription medicine,casodex 150mg tabs 28's
CASODEX 50MG TABS 28'S,Prescription medicine,casodex 50mg tabs 28's
CATAFLAM TABS 50MG 100'S,Other / uncategorised,cataflam tabs 50mg 100's
CATAFLAM TABS 50MG 20'S,Pharmacy medicine,cataflam tabs 50mg 20's
CEBROTONIN (PIRACETAM TAB 800MG) 30'S,Pharmacy medicine,cebrotonin (piracetam tab 800mg) 30's
CEFIXIME (ENAFIX) 200MG TABS 10'S,Pharmacy medicine,cefixime (enafix) 200mg tabs 10's
CEFIXIME SUSP 100/5ML 60ML,OTC,cefixime susp 100/5ml 60ml
CEFIXIME TABS 200MG 10' VEGA,Prescription medicine,cefixime tabs 200mg 10' vega
CEFPODOXIME (ORELOX) 100MG TABS 10'S,Prescription medicine,cefpodoxime (orelox) 100mg tabs 10's
CEFPODOXIME (ORELOX) 200MG TABS 10'S,Prescription medicine,cefpodoxime (orelox) 200mg tabs 10's
CEFPODOXIME (ORELOX) 40MG/5ML SUSP 100ML,Prescription medicine,cefpodoxime (orelox) 40mg/5ml susp 100ml
CEFPODOXIME (ORELOX) 40MG/5ML SUSP 50ML,Prescription medicine,cefpodoxime (orelox) 40mg/5ml susp 50ml
CEFTRIAXONE INJECTION 1G,Prescription medicine,ceftriaxone injection 1g
CEFUROXIME 750MG INJECTION TROGE,OTC,cefuroxime 750mg injection troge
CEFUROXIME AXETIL 500MG 10'S VEGA UK,Other / uncategorised,cefuroxime axetil 500mg 10's vega uk
CEFUROXIME AXETIL SUSPENSION 125MG/5ML 70ML VEGA UK,Other / uncategorised,cefuroxime axetil suspension 125mg/5ml 70ml vega uk
CEFUROXIME INJ 750MG VEGA,Prescription medicine,cefuroxime inj 750mg vega
CEFUROXIME INJ KEFROX 750MG,OTC,cefuroxime inj kefrox 750mg
CEFUROXIME SUSP 125/5ML 50ML VEGA UK,Other / uncategorised,cefuroxime susp 125/5ml 50ml vega uk
CEFUROXIME TAB 250MG VEGA,Prescription medicine,cefuroxime tab 250mg vega
CEFUROXIME TAB 500MG UK,Other / uncategorised,cefuroxime tab 500mg uk
CELECOXIB (CELEBREX) 200MG CAPS 10'S,Pharmacy medicine,celecoxib (celebrex) 200mg caps 10's
CELECOXIB 100MG TAB 60'S,OTC,celecoxib 100mg tab 60's
CELECOXIB 200MG 200MG 30'S VEGA,Other / uncategorised,celecoxib 200mg 200mg 30's vega
CELECOXIB 200MG CAPS VEGA 100'S,Other / uncategorised,celecoxib 200mg caps vega 100's
CELECOXIB 200MG UK 10'S,Pharmacy medicine,celecoxib 200mg uk 10's
CELECOXIB CAPS 200MG 30'S VEGA,Other / uncategorised,celecoxib caps 200mg 30's vega
CENART FORTE 80/480,Other / uncategorised,cenart forte 80/480
CENTRUM ADV 50+ MULTIVITAMIN 30'S,OTC,centrum adv 50+ multivitamin 30's
CENTRUM ADV MULTIVITAMIN 30'S,Other / uncategorised,centrum adv multivitamin 30's
CENTRUM ADVANCE 30'S,OTC,centrum advance 30's
CENTRUM ADVANCE 60'S,Other / uncategorised,centrum advance 60's
CENTRUM MEN 50+ 275'S,OTC,centrum men 50+ 275's
CENTRUM MEN 50+275S,OTC,centrum men 50+275s
CENTRUM MEN MULTIVITAMIN 30'S,Prescription medicine,centrum men multivitamin 30's
CENTRUM PERFORMANCE TABS 30'S,Other / uncategorised,centrum performance tabs 30's
CENTRUM VIT D BOOST 30'S,Other / uncategorised,centrum vit d boost 30's
CENTRUM WOMEN 50+,Prescription medicine,centrum women 50+
CENTRUM WOMEN 50+ 275'S,OTC,centrum women 50+ 275's
CENTRUM WOMEN MULTI VIT. 30'S,OTC,centrum women multi vit. 30's
CERAVE BABY LOTION 237ML,Cosmetics,cerave baby lotion 237ml
CERAVE MOISTURIZING CREAM 453G,Cosmetics,cerave moisturizing cream 453g
CERAVE MOISTURIZING LOTION 355ML,Cosmetics,cerave moisturizing lotion 355ml
CERAVE SUNSCREEN SPF 50,OTC,cerave sunscreen spf 50
CERES FRUIT JUICE 200ML,"Food, drinks & essentials",ceres fruit juice 200ml
CERUMOL EAR DROPS,OTC,cerumol ear drops
CERUMOL OLIVE OIL EAR DROP 10ML,Other / uncategorised,cerumol olive oil ear drop 10ml
CERVICAL COLLAR SOFT,Other / uncategorised,cervical collar soft
CERVICAL WHITE COLLAR WITH CHIN REST,Other / uncategorised,cervical white collar with chin rest
CETAPHIL MOISTURIZING BODY WASH 591ML,Cosmetics,cetaphil moisturizing body wash 591ml
CETAPHIL MOISTURIZING CREAM 453G,Other / uncategorised,cetaphil moisturizing cream 453g
CETAPHIL MOISTURIZING LOTION 591ML,Cosmetics,cetaphil moisturizing lotion 591ml
